City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
274,port-cartier,40,CA,1536084000,37,50.03,-66.88,69.8,21.92
275,thinadhoo,12,MV,1536088634,100,0.53,72.93,83.53,4.52
276,namibe,92,AO,1536089159,97,-15.19,12.15,65.44,12.12
277,gravelbourg,0,CA,1536089159,55,49.88,-106.56,55.81,9.44
278,tuatapere,0,NZ,1536088701,100,-46.13,167.69,39.16,1.95
279,praia,0,BR,1536084000,28,-20.25,-43.81,80.6,9.17
280,severo-kurilsk,20,RU,1536088600,100,50.68,156.12,47.35,5.64
281,souillac,0,FR,1536085800,44,45.6,-0.6,77.0,10.29
282,jalu,0,LY,1536089160,29,29.03,21.55,88.75,7.43
283,gat,75,SN,1536084000,74,14.69,-16.54,87.8,12.68
284,sena madureira,8,BR,1536089160,31,-9.07,-68.66,86.68,6.42
285,chuy,0,UY,1536088622,95,-33.69,-53.46,60.85,8.77
286,gold coast,75,AU,1536087600,76,-28.0,153.41,57.2,10.29
287,inhambane,40,MZ,1536084000,94,-23.87,35.38,77.0,9.17
288,hambantota,32,LK,1536088649,95,6.12,81.12,81.1,11.45
289,le mars,90,US,1536088500,100,42.79,-96.17,71.06,9.17
290,lakes entrance,0,AU,1536088942,94,-37.88,147.99,46.63,7.76
291,khatima,64,IN,1536089161,95,28.92,79.97,77.41,2.73
292,hovd,75,NO,1536087000,93,63.83,10.7,53.6,3.36
293,chapleau,90,CA,1536087300,88,47.85,-83.4,62.6,6.93
294,monrovia,92,LR,1536089161,100,6.33,-10.8,74.08,4.18
295,le port,24,FR,1536089162,88,42.87,1.37,57.61,1.28
296,bandarbeyla,12,SO,1536088698,82,9.49,50.81,72.1,23.87
297,nehe,80,CN,1536089162,98,48.48,124.88,59.5,11.45
298,kavieng,56,PG,1536088660,100,-2.57,150.8,82.18,6.42
299,methoni,0,GR,1536087000,61,36.82,21.7,77.0,6.93
300,qingdao,0,CN,1536084000,82,36.09,120.35,68.0,2.24
301,nome,1,US,1536086100,69,30.04,-94.42,86.18,10.29
302,mandera,20,ET,1536089163,41,3.94,41.86,86.68,12.8
303,guerrero negro,0,MX,1536088607,58,27.97,-114.04,80.38,5.41
304,brea,75,US,1536087840,64,33.92,-117.89,82.94,4.7
305,esperance,20,TT,1536087600,70,10.24,-61.45,87.8,9.17
306,talnakh,92,RU,1536088607,94,69.49,88.39,43.03,22.75
307,morwa,8,IN,1536089164,95,22.9,73.84,74.17,9.44
308,melukote,44,IN,1536089164,84,12.66,76.65,70.03,7.99
309,marzuq,0,YE,1536088623,45,14.4,46.47,71.56,3.96
310,lompoc,90,US,1536087840,78,34.64,-120.46,73.4,5.82
311,carbonia,0,IT,1536087000,73,39.17,8.53,78.8,6.93
312,samut sakhon,75,TH,1536087600,83,13.55,100.27,78.8,4.7
313,scottsbluff,75,US,1536088320,58,41.87,-103.67,75.92,10.29
314,sabha,0,LY,1536088703,17,27.03,14.43,90.28,11.56
315,uyuni,12,BO,1536089165,24,-20.46,-66.82,60.22,3.96
316,dingle,92,PH,1536088354,100,11.0,122.67,74.08,8.77
317,saskylakh,76,RU,1536088604,77,71.97,114.09,41.86,21.41
318,kargopol,24,RU,1536089165,88,61.51,38.95,58.96,7.2
319,dzerzhinsk,20,RU,1536085800,82,56.24,43.46,62.6,6.71
320,bintulu,75,MY,1536087600,100,3.17,113.03,75.2,2.24
321,fortuna,20,ES,1536087600,83,38.18,-1.13,84.2,8.05
322,omboue,0,GA,1536089166,100,-1.57,9.26,75.88,13.24
323,gamba,48,CN,1536088642,82,28.28,88.52,29.8,2.39
324,abeche,0,TD,1536089166,71,13.83,20.83,79.3,4.18
325,srednekolymsk,0,RU,1536088696,95,67.46,153.71,34.93,2.39
326,conde,0,BR,1536089166,65,-11.81,-37.61,83.08,11.79
327,tiznit,0,MA,1536089167,82,29.7,-9.73,73.63,5.41
328,paracuru,0,BR,1536087600,69,-3.41,-39.03,82.4,14.99
329,pak phanang,92,TH,1536089167,100,8.35,100.2,79.03,8.32
330,lixourion,0,GR,1536087000,65,38.2,20.43,80.6,16.11
331,mitsamiouli,20,KM,1536084000,78,-11.38,43.28,77.0,4.7
332,cilegon,40,ID,1536087600,65,-6.02,106.05,78.8,4.7
333,grand gaube,40,MU,1536084000,78,-20.01,57.66,71.6,13.87
334,palmer,1,US,1536087360,77,61.6,-149.11,59.0,2.73
335,turayf,0,SA,1536084000,23,31.68,38.65,87.8,4.7
336,sorland,40,NO,1536085200,87,67.67,12.69,51.8,3.36
337,baruun-urt,64,MN,1536089169,76,46.68,113.28,49.06,7.2
338,amahai,68,ID,1536089169,100,-3.31,129.0,77.41,1.05
339,jaboatao,75,BR,1536087600,69,-8.18,-35.0,78.8,8.05
340,batemans bay,48,AU,1536089169,100,-35.71,150.18,48.88,3.06
341,sorong,44,ID,1536089170,100,-0.86,131.25,77.86,6.87
342,vestmannaeyjar,40,IS,1536084000,81,63.44,-20.27,48.2,17.22
343,aklavik,40,CA,1536086220,69,68.22,-135.01,37.4,3.36
344,bone,0,ID,1536089170,91,-10.32,123.57,77.68,10.78
345,husavik,0,CA,1536088635,76,50.56,-96.99,66.43,16.49
346,mana,40,RS,1536087600,100,43.52,20.24,62.6,2.24
347,san pedro,0,AR,1536089172,55,-33.68,-59.66,69.13,11.56
348,sokolo,32,ML,1536089172,70,14.74,-6.12,83.98,4.74
349,dong xoai,48,VN,1536089172,96,11.53,106.92,72.46,4.41
350,maceio,40,BR,1536087600,65,-9.67,-35.74,78.8,16.11
351,mandalgovi,44,MN,1536089172,66,45.76,106.27,54.46,5.53
352,karakol,0,KG,1536089173,79,42.49,78.39,35.2,3.29
353,grindavik,75,IS,1536087600,93,63.84,-22.43,48.2,6.93
354,komsomolskiy,92,RU,1536088644,88,67.55,63.78,55.36,7.87
355,rawson,32,AR,1536088599,27,-43.3,-65.11,71.11,11.9
356,port moresby,90,PG,1536087600,88,-9.47,147.16,77.0,5.82
357,beyneu,0,KZ,1536089173,31,45.32,55.19,63.37,9.1
358,honningsvag,20,NO,1536087000,87,70.98,25.97,48.2,1.12
359,kota kinabalu,75,MY,1536087600,83,5.98,116.07,77.0,3.36
360,brewster,75,US,1536088500,61,41.76,-70.08,84.92,9.17
361,saint pete beach,20,US,1536088500,74,27.73,-82.74,89.96,5.82
362,santa lucia,20,IT,1536083700,74,39.93,9.66,80.6,4.7
363,longyearbyen,75,NO,1536087000,80,78.22,15.63,41.0,17.22
364,aksu,0,KZ,1536085800,93,52.04,76.93,53.6,4.47
365,ho chi minh city,75,VN,1536087600,94,10.78,106.7,78.8,6.93
366,nantucket,90,US,1536086100,61,41.28,-70.1,84.92,9.17
367,bellegarde-sur-valserine,0,FR,1536087600,56,46.11,5.83,68.0,2.24
368,tateyama,100,JP,1536089176,100,36.66,137.31,64.27,2.39
369,san andres,76,PH,1536089176,100,13.32,122.68,79.66,12.46
370,suntar,0,RU,1536089176,85,62.16,117.65,32.5,2.51
371,pakxan,92,LA,1536089176,99,18.39,103.66,71.74,0.94
372,tazovskiy,44,RU,1536088648,72,67.47,78.7,54.91,22.97
373,palm beach,20,AU,1536087600,87,-33.6,151.32,50.0,5.82
374,valle del guamuez,92,CO,1536089177,99,0.45,-76.92,68.95,2.84
375,derventa,40,BA,1536087600,82,44.98,17.91,66.2,5.82
376,ntcheu,36,MW,1536089177,52,-14.82,34.64,71.74,4.63
377,sann,0,PK,1536084000,66,26.04,68.14,86.0,11.41
378,guadalupe y calvo,56,MX,1536089177,63,26.09,-106.96,71.83,2.17
379,yining,0,CN,1536089178,87,29.04,114.56,67.51,2.17
380,viransehir,0,TR,1536089178,32,37.24,39.76,78.58,5.97
381,bathsheba,20,BB,1536087600,66,13.22,-59.52,86.0,14.99
382,zarubino,0,RU,1536088638,100,42.65,131.06,64.81,8.55
383,tsabong,0,BW,1536089178,17,-26.02,22.4,71.92,8.88
384,koumac,92,NC,1536089178,98,-20.56,164.28,67.96,7.99
385,luanda,20,AO,1536084000,83,-8.83,13.24,71.6,4.7
386,las palmas,75,PE,1536087600,290,-6.53,-76.35,62.6,3.36
387,kalach-na-donu,0,RU,1536085800,29,48.69,43.52,66.2,8.95
388,ketchikan,1,US,1536087360,66,55.34,-131.65,60.08,9.17
389,gorlice,56,PL,1536089180,93,49.66,21.16,62.83,3.4
390,haines junction,32,CA,1536088655,50,60.75,-137.51,43.3,2.62
391,beloha,0,MG,1536089180,54,-25.17,45.06,72.82,6.2
392,tarakan,92,ID,1536089180,100,3.3,117.63,73.99,4.29
393,auki,24,NG,1536088704,86,12.18,6.51,78.94,3.06
394,kopayhorod,76,UA,1536089180,40,48.86,27.8,74.44,9.44
395,kununurra,0,AU,1536087600,68,-15.77,128.74,69.8,5.82
396,gwadar,0,PK,1536089181,98,25.12,62.33,76.51,6.64
397,porto velho,0,BR,1536087600,25,-8.75,-63.87,89.6,5.82
398,kimbe,48,PG,1536089181,100,-5.56,150.15,76.96,3.96
399,nemuro,92,JP,1536089181,91,43.32,145.57,62.65,34.49
400,enid,75,US,1536088500,100,36.4,-97.88,78.8,16.11
401,roald,75,NO,1536087000,82,62.58,6.12,55.4,9.17
402,laredo,75,US,1536086400,49,27.51,-99.51,92.84,9.17
403,tromso,75,NO,1536087000,87,69.65,18.96,48.2,3.36
404,oranjemund,0,ZA,1536089182,98,-28.55,16.43,56.26,12.01
405,waipawa,92,NZ,1536088629,96,-39.94,176.59,47.71,16.71
406,portmore,40,JM,1536087600,70,17.97,-76.87,89.6,23.04
407,saint-georges,0,CA,1536088672,66,46.12,-70.67,68.5,4.07
408,nanfeng,8,CN,1536089183,95,27.22,116.52,74.44,2.28
409,nara,48,JP,1536089183,99,34.68,135.8,69.58,2.73
410,kamenka,0,RU,1536088712,54,53.19,44.05,65.44,8.43
411,puerto el triunfo,40,SV,1536087000,66,13.27,-88.55,89.6,8.05
412,leningradskiy,20,RU,1536088649,91,69.38,178.42,41.68,13.8
413,codrington,92,AU,1536088598,100,-28.95,153.24,51.76,4.41
414,bireun,76,ID,1536089183,100,5.2,96.7,79.75,8.21
415,pueblo,1,US,1536087480,34,38.25,-104.61,84.2,6.93
416,sao paulo de olivenca,68,BR,1536089184,60,-3.38,-68.87,86.5,4.41
417,meulaboh,80,ID,1536088709,100,4.14,96.13,77.86,2.06
418,marystown,100,CA,1536089184,93,47.17,-55.16,65.26,21.07
419,salalah,75,OM,1536087000,88,17.01,54.1,77.0,4.7
420,dalbandin,0,PK,1536089184,14,28.9,64.41,64.63,4.97
421,sibolga,88,ID,1536088603,100,1.74,98.78,68.5,1.16
422,rivadavia,0,AR,1536089185,32,-31.53,-68.59,79.93,7.43
423,alyangula,0,AU,1536088627,100,-13.85,136.42,74.17,8.21
424,thaba-tseka,8,LS,1536089185,34,-29.52,28.61,39.61,4.29
425,cabo san lucas,20,MX,1536086880,62,22.89,-109.91,91.4,11.41
426,ewo,20,CG,1536089185,77,-0.88,14.81,77.5,3.18
427,ugoofaaru,0,MV,1536088615,100,5.67,73.0,83.53,6.64
428,fergus falls,90,US,1536088560,88,46.28,-96.08,75.02,5.82
429,abu samrah,0,SY,1536088640,32,35.3,37.18,82.81,9.66
430,whitehorse,75,CA,1536084000,70,60.72,-135.06,46.4,3.18
431,port hawkesbury,90,CA,1536084000,64,45.62,-61.36,69.8,12.75
432,belmonte,0,PT,1536088643,61,40.36,-7.35,73.54,2.95
433,halifax,75,CA,1536084000,73,44.65,-63.58,73.4,12.75
434,rio branco,40,BR,1536087600,27,-9.98,-67.82,89.6,11.41
435,villemomble,75,FR,1536087600,88,48.88,2.51,64.4,4.7
436,farmington,1,US,1536087180,28,36.73,-108.21,77.0,4.63
437,caravelas,0,BR,1536089187,96,-17.73,-39.27,77.5,23.98
438,kungur,0,RU,1536089187,84,57.43,56.94,48.43,3.18
439,marfino,0,RU,1536085800,72,56.07,37.56,64.4,8.95
440,biak,80,ID,1536089188,100,-0.91,122.88,72.1,3.18
441,quime,0,BO,1536089188,18,-16.98,-67.22,64.09,2.06
442,veraval,90,FR,1536087600,93,49.65,0.71,62.6,9.17
443,ayan,0,TR,1536088688,81,40.67,33.6,60.13,1.61
444,emerald,88,AU,1536089188,85,-23.53,148.16,59.95,11.12
445,chara,0,GR,1536087000,60,39.42,22.43,73.4,2.24
446,portland,1,US,1536087360,52,45.52,-122.67,69.08,3.4
447,balakhta,92,RU,1536089189,100,55.38,91.62,49.06,4.74
448,tres de maio,0,BR,1536089189,83,-27.77,-54.24,63.28,6.98
449,moyeuvre-grande,0,FR,1536087600,68,49.25,6.05,68.0,5.82
450,nichinan,0,JP,1536089189,100,31.65,131.31,73.18,6.98
451,kangaatsiaq,8,GL,1536089190,99,68.31,-53.46,40.51,10.78
452,tindwari,92,IN,1536089190,99,25.62,80.53,74.8,3.74
453,yankton,90,US,1536086640,94,42.87,-97.4,71.6,6.93
454,riverton,1,US,1536087180,27,43.02,-108.38,73.04,13.87
455,madinat sittah uktubar,0,EG,1536087600,52,29.82,31.05,87.8,14.99
456,bafia,80,CM,1536089191,85,4.74,11.22,74.08,4.74
457,swan hill,32,AU,1536089191,78,-35.34,143.56,51.58,12.12
458,port jervis,1,US,1536087360,60,41.38,-74.69,89.96,5.82
459,plouzane,90,FR,1536087600,93,48.38,-4.62,60.8,10.29
460,vila franca do campo,40,PT,1536085800,78,37.72,-25.43,71.6,3.36
461,antofagasta,20,CL,1536087600,55,-23.65,-70.4,64.4,14.99
462,shimabara,20,JP,1536084000,78,32.79,130.33,77.0,10.29
463,raudeberg,0,NO,1536087000,82,61.99,5.14,59.0,6.93
464,cherskiy,88,RU,1536088662,97,68.75,161.3,37.81,2.39
465,kargasok,0,RU,1536089192,85,59.06,80.87,39.79,2.62
466,dumas,32,IN,1536089192,98,21.09,72.71,80.74,17.49
467,tilichiki,92,RU,1536089192,98,60.47,166.1,49.33,2.95
468,staritsa,80,RU,1536089193,68,56.51,34.93,67.15,9.44
469,mount isa,0,AU,1536087600,32,-20.73,139.49,51.8,5.82
470,miguel hidalgo,40,MX,1536086880,46,19.41,-99.19,71.6,5.82
471,san patricio,0,PY,1536088604,66,-26.98,-56.83,68.68,4.18
472,evensk,12,RU,1536088610,100,61.92,159.24,46.63,4.63
473,dalian,0,CN,1536084000,94,19.86,110.11,77.0,4.47
474,otradnoye,75,RU,1536085800,88,59.77,30.8,64.4,8.95
475,colares,75,PT,1536087600,88,38.8,-9.45,69.8,10.29
476,payo,36,ID,1536089194,83,-3.75,103.64,74.08,1.16
477,sakyla,0,FI,1536087000,82,61.03,22.33,60.8,3.36
478,paragominas,0,BR,1536089033,49,-3.0,-47.35,94.6,5.41
479,pinkafeld,75,AT,1536087000,82,47.37,16.12,66.2,4.7
480,la brea,20,TT,1536087600,70,10.24,-61.62,87.8,9.17
481,bartica,40,GY,1536087600,78,6.41,-58.62,80.6,4.7
482,aripuana,0,BR,1536089195,20,-9.17,-60.63,93.88,4.07
483,paamiut,88,GL,1536088618,98,61.99,-49.67,41.95,2.28
484,sao domingos de rana,75,PT,1536087600,88,38.7,-9.33,69.8,10.29
485,sandwick,64,GB,1536087000,81,54.57,-2.89,53.6,4.7
486,banff,44,CA,1536089034,74,51.18,-115.57,43.3,2.28
487,isilkul,92,RU,1536089196,57,54.9,71.26,55.09,6.76
488,noumea,90,NC,1536087600,88,-22.28,166.46,64.4,1.12
489,riihimaki,75,FI,1536087000,93,60.74,24.78,59.0,6.93
490,vila velha,0,BR,1536087600,69,-3.71,-38.6,82.4,14.99
491,ponnani,40,IN,1536087600,83,10.77,75.93,77.0,4.7
492,belaya gora,0,RU,1536089197,86,68.54,146.19,27.91,2.95
493,pitimbu,40,BR,1536087600,65,-7.47,-34.81,80.6,12.75
494,karratha,0,AU,1536088663,21,-20.74,116.85,66.34,14.7
495,spearfish,90,US,1536086100,62,44.49,-103.86,62.6,8.05
496,xiongyue,0,CN,1536089197,50,40.18,122.12,67.33,10.22
497,karabulak,0,KZ,1536089198,70,44.91,78.49,39.16,3.62
498,petropavlovka,12,RU,1536089198,83,50.61,105.32,43.48,6.98
499,gazli,0,UZ,1536088694,25,40.13,63.45,63.91,11.12
500,udachnyy,32,RU,1536088663,63,66.42,112.4,40.51,7.09
501,high level,20,CA,1536084000,61,58.52,-117.13,48.2,5.82
502,lumphat,92,KH,1536089198,99,13.5,106.97,71.83,2.28
503,townsville,0,AU,1536087600,93,-19.26,146.82,62.6,8.99
504,bezhta,0,RU,1536089198,85,42.13,46.13,49.51,0.83
505,roma,40,IT,1536085200,78,41.89,12.48,75.2,4.7
506,caborca,0,MX,1536089199,63,30.58,-111.1,83.71,3.62
507,tsybli,0,UA,1536087600,46,49.99,31.57,71.6,6.71
508,sulechow,0,PL,1536087600,67,52.08,15.63,62.6,6.76
509,mabaruma,68,GY,1536089199,80,8.2,-59.78,85.06,5.75
510,toora-khem,88,RU,1536089200,83,52.47,96.11,37.72,6.2
511,norsup,92,VU,1536089200,100,-16.07,167.38,71.38,6.08
512,san quintin,20,PH,1536084000,94,17.54,120.52,77.0,2.24
513,vestmanna,92,FO,1536087000,100,62.16,-7.17,50.0,13.87
514,lorengau,68,PG,1536088642,100,-2.02,147.27,83.08,5.97
515,prince george,90,CA,1536085380,93,53.92,-122.75,42.8,2.24
516,linxia,92,CN,1536089201,99,35.6,103.21,51.22,1.83
517,tocopilla,24,CL,1536089201,97,-22.09,-70.2,61.66,4.74
518,ondjiva,0,AO,1536089201,49,-17.07,15.73,74.44,3.18
519,general pico,0,AR,1536088679,31,-35.66,-63.75,77.86,18.72
520,riyadh,0,SA,1536087600,11,24.63,46.72,96.8,3.36
521,kirksville,40,US,1536087300,61,40.19,-92.58,87.8,12.75
522,ribeira brava,20,PT,1536087600,69,32.65,-17.07,75.2,10.29
523,san matias,40,HN,1536087600,39,13.97,-86.63,84.2,9.17
524,muisne,92,EC,1536089202,79,0.61,-80.02,79.12,6.98
525,fuling,36,CN,1536089202,89,29.71,107.39,76.15,0.38
526,khora,0,GR,1536087000,61,37.05,21.72,77.0,6.93
527,manono,36,CD,1536089203,59,-7.3,27.4,82.27,3.18
528,saint-pierre,0,FR,1536087600,77,48.95,4.24,69.8,5.82
529,livingstone,0,ZW,1536089203,22,-17.85,25.86,78.58,9.78
530,tevriz,0,RU,1536089204,89,57.51,72.4,40.33,2.39
531,miraflores,76,CO,1536089204,77,5.2,-73.14,60.04,2.62
532,mudgee,0,AU,1536089204,95,-32.6,149.59,45.28,11.01
533,taoudenni,76,ML,1536089205,16,22.68,-3.98,105.67,2.28
534,tual,32,ID,1536088615,97,-5.67,132.75,80.11,13.91
535,caaguazu,0,PY,1536089205,70,-25.45,-56.02,70.12,5.86
536,cachipay,100,CO,1536089205,100,2.22,-76.07,52.93,2.39
537,kiunga,64,PG,1536088639,97,-6.12,141.3,72.46,1.83
538,lumberton,1,US,1536088500,69,30.27,-94.2,86.18,8.05
539,gambela,36,ET,1536089058,89,8.25,34.59,64.9,2.51
540,iqaluit,20,CA,1536084000,78,63.75,-68.52,55.4,9.17
541,lososina,92,RU,1536089206,100,49.0,140.31,58.78,20.74
542,manaus,40,BR,1536087600,62,-3.13,-59.98,87.8,3.36
543,avera,40,US,1536087300,53,33.19,-82.53,93.02,8.05
544,pemba,0,MZ,1536089206,99,-12.97,40.52,78.58,3.4
545,warrington,20,GB,1536087000,72,53.39,-2.59,60.8,9.17
546,xinqing,92,CN,1536089207,97,48.28,129.53,55.36,4.18
547,vardo,1,US,1536087180,54,39.62,-77.74,93.2,3.36
548,qeshm,0,IR,1536085800,70,26.96,56.27,89.6,9.17
